Codigo distrito,Nombre tipo zona,Nit cliente-sucursal,Recency,Monetary,Frequency,Distrito-Nombretipozona,Cluster
10,Mayorista,1127948319-1,19,589,2,10-Mayorista,Cluster 2
10,Mayorista,169013-1,22,10050,8,10-Mayorista,Cluster 2
10,Mayorista,19151907-2,23,83091,13,10-Mayorista,Cluster 2
10,Mayorista,19188663-1,24,87804,19,10-Mayorista,Cluster 2
10,Mayorista,19254921-1,23,44192,14,10-Mayorista,Cluster 2
10,Mayorista,19261852-1,24,216901,22,10-Mayorista,Cluster 2
10,Mayorista,19334254-1,24,35896,6,10-Mayorista,Cluster 2
10,Mayorista,19404549-1,23,154410,9,10-Mayorista,Cluster 2
10,Mayorista,20409976-1,19,4315,2,10-Mayorista,Cluster 2
10,Mayorista,20546554-1,23,191422,10,10-Mayorista,Cluster 2
10,Mayorista,21397110-1,23,695094,23,10-Mayorista,Cluster 0
10,Mayorista,22082192-1,23,261921,20,10-Mayorista,Cluster 2
10,Mayorista,3607401-1,23,1586616,14,10-Mayorista,Cluster 4
10,Mayorista,41720956-1,23,15301,16,10-Mayorista,Cluster 2
10,Mayorista,51585649-1,18,509,1,10-Mayorista,Cluster 2
10,Mayorista,52330107-1,13,298,1,10-Mayorista,Cluster 2
10,Mayorista,5770850-1,14,52212,7,10-Mayorista,Cluster 2
10,Mayorista,66709203-1,24,89060,24,10-Mayorista,Cluster 2
10,Mayorista,70695001-1,23,158472,11,10-Mayorista,Cluster 2
10,Mayorista,79151420-1,22,22831,6,10-Mayorista,Cluster 2
10,Mayorista,79232630-1,15,183,1,10-Mayorista,Cluster 2
10,Mayorista,79467149-1,19,80418,5,10-Mayorista,Cluster 2
10,Mayorista,79652517-1,22,1584003,17,10-Mayorista,Cluster 4
10,Mayorista,79659130-2,24,76113,13,10-Mayorista,Cluster 2
10,Mayorista,79747525-1,20,4390,4,10-Mayorista,Cluster 2
10,Mayorista,800014462-1,24,91924,21,10-Mayorista,Cluster 2
10,Mayorista,800015583-1,1,613,1,10-Mayorista,Cluster 2
10,Mayorista,800031626-1,24,17314,11,10-Mayorista,Cluster 2
10,Mayorista,800035776-1,24,36985,21,10-Mayorista,Cluster 2
10,Mayorista,800057657-1,23,17177,14,10-Mayorista,Cluster 2
10,Mayorista,800067956-1,22,41622,9,10-Mayorista,Cluster 2
10,Mayorista,800068462-1,23,20278,13,10-Mayorista,Cluster 2
10,Mayorista,800071223-1,21,452971,12,10-Mayorista,Cluster 0
10,Mayorista,800071944-1,9,5068,7,10-Mayorista,Cluster 2
10,Mayorista,800089897-1,23,890351,3,10-Mayorista,Cluster 0
10,Mayorista,800091549-1,3,2220,3,10-Mayorista,Cluster 2
10,Mayorista,800092649-1,15,2950,2,10-Mayorista,Cluster 2
10,Mayorista,800096103-1,24,124465,14,10-Mayorista,Cluster 2
10,Mayorista,800153963-1,23,5195,1,10-Mayorista,Cluster 2
10,Mayorista,800159776-1,8,108,1,10-Mayorista,Cluster 2
10,Mayorista,800180395-1,24,461090,24,10-Mayorista,Cluster 0
10,Mayorista,800194110-1,14,262,1,10-Mayorista,Cluster 2
10,Mayorista,800206075-1,24,1556225,24,10-Mayorista,Cluster 4
10,Mayorista,800215509-1,6,696,3,10-Mayorista,Cluster 2
10,Mayorista,800234331-2,24,5029779,22,10-Mayorista,Cluster 1
10,Mayorista,800239936-1,11,19448,1,10-Mayorista,Cluster 2
10,Mayorista,80419436-1,24,12380,14,10-Mayorista,Cluster 2
10,Mayorista,80845482-1,23,18621,5,10-Mayorista,Cluster 2
10,Mayorista,8188014-1,17,730,1,10-Mayorista,Cluster 2
10,Mayorista,830001338-1,24,559491,19,10-Mayorista,Cluster 0
10,Mayorista,830004135-1,24,19538,20,10-Mayorista,Cluster 2
10,Mayorista,830004523-1,24,63709,24,10-Mayorista,Cluster 2
10,Mayorista,830005293-1,24,492892,24,10-Mayorista,Cluster 0
10,Mayorista,830005428-1,15,23520,1,10-Mayorista,Cluster 2
